"Id","MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LotConfig","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","PavedDrive","MoSold","YrSold","SaleType","SaleCondition","SalePrice","ExteriorFirst","BsmtUnfSf","EncodeLotShape","EncodeNeighborhood","EncodeHouseStyle","EncodeBsmtExposure","EncodeKitchenQual","EncodeBsmtQual","BathToRoom","EncodeBldgType","EncodedFoundation","EncodeSaleType","EncodedSaleCondition","cent1","EncodeNeighborhoodL","EncodeCondition1","EncodeCondition1L","EncodeLotConfig","EncodeHeatingQC","cent2","cent3","EncodeExteriorFirst"
1305,160,"RM",3.46573590279973,8.12058871174027,"Reg","Inside","Edwards","Norm","TwnhsE","2Story",7,5,2004,2004,"Gable","VinylSd","Stone",4.76217393479776,"Gd","TA","PConc","Gd","No","Unf",5.37527840768417,976,6.88346258641309,"Ex","Y","SBrkr",6.88346258641309,6.59578051396131,7.44307837434852,0,0,2,0,3,"Gd",7,0,"Detchd",2004,"Unf",2,5.94017125272043,"Y",4,2006,"WD","Normal",11.7752897294377,"VinylSd",6.88346258641309,4,0,0,0,0,1,0.666666666666667,0,1,0,1,-0.0221436770177258,1,1,0,0,0,-0.227412048102676,-0.0447078613548703,0
1306,20,"RL",4.68213122712422,9.48592455922983,"IR1","Corner","NridgHt","Norm","1Fam","1Story",9,5,2006,2007,"Hip","VinylSd","Stone",5.7037824746562,"Gd","TA","PConc","Ex","No","GLQ",7.36010397298915,80,7.40974195408092,"Ex","Y","SBrkr",7.40974195408092,0,7.40974195408092,1,0,2,0,2,"Ex",6,2,"Attchd",2006,"Fin",2,6.73340189183736,"Y",11,2009,"WD","Normal",12.6915804613119,"VinylSd",4.38202663467388,1,0,1,0,0,0,1.5,0,1,0,1,0.0580317620212628,0,1,0,0,0,1.92241725933929,0.0950561590719902,0
1307,120,"RL",3.87120101090789,8.84721610435754,"IR1","Inside","NridgHt","Norm","TwnhsE","1Story",7,5,2005,2006,"Gable","VinylSd","Stone",4.54329478227,"Gd","TA","PConc","Gd","No","Unf",0.693147180559945,1368,7.2211050981825,"Ex","Y","SBrkr",7.2211050981825,0,7.2211050981825,0,0,2,0,2,"Gd",6,1,"Attchd",2005,"RFn",2,6.16120732169508,"Y",9,2006,"New","Partial",12.2184951655287,"VinylSd",7.2211050981825,1,0,1,0,0,1,1,0,1,1,1,0.0166367986402377,0,1,0,0,0,0.170857281273553,-0.0086153244490216,0
1308,20,"RL",4.0943445622221,8.99615656203344,"Reg","Inside","CollgCr","Norm","1Fam","1Story",5,5,1994,1995,"Gable","VinylSd","None",4.17438726989564,"TA","Gd","PConc","Gd","No","ALQ",6.61472560020376,244,6.89770494312864,"Ex","Y","SBrkr",6.89770494312864,0,6.89770494312864,1,0,1,0,3,"TA",5,0,"Detchd",2000,"Unf",2,6.17378610390194,"Y",5,2009,"WD","Normal",11.8350089641393,"VinylSd",5.4971682252932,4,0,1,0,1,1,0.666666666666667,0,1,0,1,-0.0169182439813339,0,1,0,0,0,0.2129550393206,0.0712909299478987,0
1309,20,"RM",4.60517018598809,9.39266192877014,"Reg","Inside","OldTown","Norm","1Fam","1Story",5,7,1948,2005,"Gable","MetalSd","None",4.33073334028633,"TA","TA","CBlock","TA","No","GLQ",4.969813299576,172,6.82871207164168,"Ex","Y","SBrkr",7.02286808608264,0,7.02286808608264,1,0,1,0,2,"Gd",6,0,"Attchd",1948,"Unf",2,6.26909628370626,"Y",5,2008,"WD","Normal",11.8981878657609,"MetalSd",5.14749447681345,4,0,1,0,0,1,1,0,0,0,1,-0.0113900900894499,0,1,0,0,0,0.14337049906244,0.0317033287496391,0
1310,20,"RL",4.17438726989564,8.87528712810838,"Reg","Inside","SawyerW","Norm","1Fam","1Story",6,5,1991,1991,"Gable","HdBoard","BrkFace",4.47733681447821,"TA","TA","CBlock","Gd","No","GLQ",7.09007683577609,78,7.15305163493748,"Gd","Y","SBrkr",7.16549347506085,0,7.16549347506085,1,0,2,0,3,"Gd",6,0,"Attchd",1991,"RFn",2,6.20657592672493,"Y",6,2008,"WD","Normal",12.096257779523,"HdBoard",4.35670882668959,4,0,1,0,0,1,1,0,0,0,1,0.00594102736473334,0,1,0,0,0,-0.00688404758135767,-0.00685243383168783,0
1311,20,"RL",4.60517018598809,9.76995615991161,"Reg","Inside","Crawfor","PosA","1Fam","1Story",7,8,1959,2002,"Gable","HdBoard","None",5.74300318780948,"Gd","Gd","PConc","Gd","Av","GLQ",7.24850407237061,496,7.55066124310534,"TA","Y","SBrkr",7.55066124310534,0,7.55066124310534,1,0,2,0,3,"Ex",7,2,"Attchd",1959,"Fin",2,6.34035930372775,"Y",5,2010,"WD","Normal",12.7218858108072,"BrkFace",6.20657592672493,4,1,1,0,0,1,1,0,1,0,1,0.060683480102104,0,0,0,0,1,0.62320970835018,0.197130797891921,1
1312,20,"RL",4.21950770517611,9.08409664540193,"Reg","Inside","CollgCr","Norm","1Fam","1Story",7,5,2005,2007,"Gable","VinylSd","BrkFace",4.38202663467388,"Gd","TA","PConc","Gd","No","GLQ",6.82979373751242,349,7.14991683613211,"Ex","Y","SBrkr",7.14991683613211,0,7.14991683613211,1,0,2,0,3,"Gd",6,0,"Attchd",2005,"RFn",2,6.23048144757848,"Y",1,2007,"New","Partial",12.2209612580239,"VinylSd",5.85507192220243,4,0,1,0,0,1,1,0,1,1,1,0.0168525817335672,0,1,0,0,0,0.173073339390761,-0.0224379929504071,0
1313,60,"RL",4.31748811353631,9.16659744902826,"IR1","Inside","NoRidge","Norm","1Fam","2Story",8,5,1990,1990,"Gable","Wd Sdng","BrkFace",5.8171111599632,"Gd","TA","PConc","Ex","No","GLQ",6.1779441140506,971,7.28138566357028,"Ex","Y","SBrkr",7.28138566357028,7.21303165983487,7.94093976232779,0,0,2,1,4,"Gd",9,1,"Attchd",1990,"RFn",2,6.62007320653036,"Y",6,2007,"WD","Normal",12.618182296357,"Wd Sdng",6.87832646829133,1,1,0,0,0,0,0.75,0,1,0,1,0.0516094225877119,0,1,0,0,0,1.11984255043496,0.397848491385146,0
1314,60,"RL",4.68213122712422,9.60062415808868,"IR1","Corner","NoRidge","Norm","1Fam","2Story",9,5,1999,1999,"Gable","VinylSd","BrkFace",5.10594547390058,"Gd","TA","PConc","Gd","No","Unf",2.99573227355399,1393,7.23921497377981,"Ex","Y","SBrkr",7.25981961036319,7.07072410726028,7.86288203464149,0,0,2,1,4,"Gd",10,1,"BuiltIn",1999,"Fin",3,6.65801104587075,"Y",5,2010,"WD","Normal",12.7164021462475,"VinylSd",7.23921497377981,1,1,0,0,0,1,0.75,0,1,0,1,0.0602036594531278,0,1,0,0,0,1.99436567109012,0.410393058834384,0
1315,20,"RL",4.0943445622221,9.01066917684711,"Reg","Inside","Edwards","Norm","1Fam","1Story",4,6,1954,1954,"Hip","Wd Sdng","None",3.80666248977032,"TA","TA","CBlock","TA","No","Rec",6.59578051396131,216,6.85435450225502,"Ex","Y","SBrkr",6.85435450225502,0,6.85435450225502,1,0,1,0,3,"TA",5,1,"Detchd",1956,"Unf",1,5.63478960316925,"Y",10,2007,"WD","Normal",11.6868787720937,"Wd Sdng",5.37527840768417,4,0,1,0,1,1,0.666666666666667,0,0,0,1,-0.0298796357853304,1,1,0,0,0,0.717585538781029,0.140711657082943,0
1316,60,"RL",4.44265125649032,9.31244559491334,"Reg","Inside","NAmes","Norm","1Fam","2Story",6,5,1969,1969,"Gable","HdBoard","None",5.66296048013595,"TA","TA","CBlock","Fa","Mn","ALQ",6.21460809842219,176,6.85856503479136,"TA","Y","SBrkr",6.99576615630485,6.92755790627832,7.65539064482615,0,0,2,1,4,"TA",9,2,"Attchd",1969,"Unf",2,6.35610766069589,"Y",6,2008,"WD","Normal",12.2399908637336,"HdBoard",5.17048399503815,4,0,0,0,1,0,0.75,0,0,0,1,0.0185176722331668,0,1,0,0,1,-0.0214569852860504,0.0823187545451517,0
1317,20,"RL",4.11087386417331,9.23268877563994,"IR1","Inside","CollgCr","Norm","1Fam","1Story",8,5,2008,2008,"Gable","VinylSd","Stone",5.59842195899838,"Gd","TA","PConc","Ex","Gd","Unf",4.14313472639153,1622,7.39141523467536,"Ex","Y","SBrkr",7.39633529380081,0,7.39633529380081,1,0,2,0,3,"Ex",8,1,"Attchd",2008,"RFn",3,6.75693238924755,"Y",1,2009,"WD","Normal",12.5964004268844,"VinylSd",7.39141523467536,1,0,1,1,0,0,1,0,1,0,1,0.0497035090088612,0,1,0,0,0,1.07848725103354,0.073798940881793,0
1318,120,"FV",3.85014760171006,8.34995727204032,"Reg","Corner","Somerst","Norm","TwnhsE","1Story",7,5,2006,2007,"Gable","VinylSd","None",4.54329478227,"Gd","TA","PConc","Ex","No","Unf",2.77258872223978,1352,7.20934025660291,"Ex","Y","SBrkr",7.20934025660291,0,7.20934025660291,0,0,2,0,2,"Gd",5,1,"Attchd",2006,"RFn",2,6.14418563412565,"Y",4,2007,"New","Partial",12.2496109475447,"VinylSd",7.20934025660291,4,0,1,0,0,0,1,0,1,1,1,0.0193594295666312,0,1,0,0,0,0.198818268723975,-0.0126282105818702,0
1319,20,"RL",3.46573590279973,9.60109785121207,"IR2","CulDSac","CollgCr","Norm","1Fam","1Story",8,5,2001,2002,"Hip","VinylSd","BrkFace",5.18178355029209,"Gd","TA","PConc","Gd","Gd","Unf",6.18414889093748,1753,7.46908388492123,"Ex","Y","SBrkr",7.48829351515943,0,7.48829351515943,0,0,2,0,3,"Gd",7,1,"Attchd",2001,"RFn",3,6.61740297797448,"Y",8,2006,"WD","Normal",12.5245263766487,"VinylSd",7.46908388492123,2,0,1,1,0,1,0.666666666666667,0,1,0,1,0.0434145296132358,0,1,0,0,0,0.942026380655449,0.110087716912622,0
1320,20,"RL",4.31748811353631,9.23161250725172,"Reg","Inside","Edwards","Norm","1Fam","1Story",4,5,1954,1954,"Hip","Wd Sdng","BrkFace",4.88280192258637,"TA","TA","PConc","TA","No","ALQ",6.19847871649231,372,6.76157276880406,"Ex","Y","SBrkr",6.85435450225502,0,6.85435450225502,0,0,1,0,3,"TA",5,0,"Attchd",1954,"Unf",1,5.51342874616498,"Y",2,2007,"WD","Normal",11.6172854802945,"Wd Sdng",5.91889385427315,4,0,1,0,1,1,0.333333333333333,0,1,0,1,-0.03596904881776,1,1,0,0,0,0.863828108909061,0.169388425588814,0
1321,20,"RL",4.24849524204936,9.03598698483141,"Reg","Inside","NAmes","Norm","1Fam","1Story",6,3,1957,1957,"Hip","BrkFace","None",5.66296048013595,"TA","TA","CBlock","TA","No","ALQ",5.24174701505964,628,7.29844510150815,"Gd","Y","SBrkr",7.29844510150815,0,7.29844510150815,1,0,1,1,3,"TA",6,2,"Attchd",1957,"RFn",2,6.0913098820777,"Y",6,2009,"WD","Normal",11.9608112889623,"BrkFace",6.4425401664682,4,0,1,0,1,1,1,0,0,0,1,-0.00591054055932103,0,1,0,0,0,0.00684872160048309,-0.00216348398434223,1
1322,20,"RL",4.0943445622221,8.79890749208823,"IR1","Corner","BrkSide","Feedr","1Fam","1Story",3,6,1949,1950,"Hip","VinylSd","None",5.66296048013595,"TA","TA","CBlock","TA","No","BLQ",5.83188247728352,0,6.54821910276237,"TA","N","SBrkr",6.5792512120101,0,6.5792512120101,0,0,1,0,2,"TA",4,0,"Detchd",1955,"Unf",1,5.65948221575962,"Y",7,2008,"WD","Normal",11.1913418408428,"VinylSd",4.68213122712422,1,0,1,0,1,1,0.5,0,0,0,1,-0.0732391172697843,0,0,0,0,1,2.59591982322902,0.575170259351922,0
1323,60,"RL",4.67282883446191,9.22876950744455,"IR1","Inside","NoRidge","Norm","1Fam","2Story",7,5,1992,1992,"Gable","HdBoard","None",5.13579843705026,"Gd","TA","PConc","Gd","No","GLQ",6.51323011091231,76,6.62007320653036,"Ex","Y","SBrkr",6.96696713861398,6.75925527066369,7.56164174558878,1,0,2,1,3,"Gd",8,1,"Attchd",1992,"RFn",2,6.33505425149806,"Y",6,2010,"WD","Normal",12.1547793511426,"HdBoard",4.33073334028633,1,1,0,0,0,1,1.33333333333333,0,1,0,1,0.0110616648814534,0,1,0,0,0,0.113601542512703,0.0373220562816562,0
1324,30,"RL",3.91202300542815,8.58110651715989,"Reg","Inside","BrkSide","Norm","1Fam","1Story",4,7,1940,1950,"Hip","VinylSd","None",5.08140436498446,"Fa","TA","CBlock","TA","No","LwQ",5.63478960316925,140,6.04025471127741,"Gd","Y","SBrkr",6.56244409369372,0,6.56244409369372,0,0,1,0,2,"Fa",5,0,"Attchd",1941,"Unf",0,5.48063892334199,"Y",12,2009,"WD","Normal",11.3205535723228,"VinylSd",4.9416424226093,4,0,1,0,0,1,0.5,0,0,0,1,-0.0619330907652837,0,1,0,0,0,1.48737724329959,0.498276601713082,0
1325,20,"RL",4.31748811353631,9.20893939106056,"Reg","Inside","Somerst","Norm","1Fam","1Story",8,5,2006,2007,"Gable","VinylSd","BrkFace",6.0591231955818,"Gd","TA","PConc","Ex","Av","Unf",3.17805383034795,1795,7.49276030092238,"Ex","Y","SBrkr",7.49276030092238,0,7.49276030092238,0,0,2,0,2,"Gd",7,1,"Attchd",2007,"RFn",3,6.79682371827486,"Y",2,2007,"New","Partial",11.8981878657609,"VinylSd",7.49276030092238,4,0,1,0,0,0,1,0,1,1,1,-0.0113900900894499,0,1,0,0,0,-0.247146875432984,-0.0294636959287123,0
1326,30,"RM",3.68887945411394,8.19863945529737,"Reg","Inside","IDOTRR","Norm","1Fam","1Story",4,4,1922,1950,"Gable","AsbShng","None",4.38202663467388,"TA","TA","BrkTil","TA","No","Unf",5.5683445037611,796,6.67959918584438,"Fa","N","SBrkr",6.67959918584438,0,6.67959918584438,0,0,1,0,2,"TA",5,0,"Detchd",1920,"Fin",0,5.8636311755981,"N",1,2008,"WD","Normal",10.9150884642146,"AsbShng",6.67959918584438,4,0,1,0,1,1,0.5,0,0,0,1,-0.0974112877247481,0,1,0,0,0,2.33941711631022,0.653287485103968,0
1327,30,"RH",4.24849524204936,8.35936910622267,"Reg","Inside","Edwards","Norm","1Fam","1Story",3,6,1931,2006,"Gable","MetalSd","None",5.19295685089021,"TA","TA","BrkTil","TA","No","Rec",6.29894924685594,0,6.29894924685594,"Ex","Y","SBrkr",6.65157187358973,0,6.65157187358973,0,0,1,0,3,"Gd",6,0,"Detchd",1998,"Unf",0,5.78689738136671,"Y",5,2007,"WD","Normal",11.2772031314492,"MetalSd",4.68213122712422,4,0,1,0,0,1,0.333333333333333,0,0,0,1,-0.0657262543417248,1,1,0,0,0,2.32963057055669,0.461845153969958,0
1328,20,"RL",4.0943445622221,8.79482492801452,"Reg","Inside","Mitchel","Norm","1Fam","1Story",5,9,1982,2008,"Gable","VinylSd","None",5.42053499927229,"Gd","Gd","CBlock","TA","No","ALQ",6.46302945692067,175,6.70441435496411,"Ex","Y","SBrkr",6.70441435496411,0,6.70441435496411,0,1,1,0,3,"Gd",5,1,"Attchd",1982,"Unf",1,5.57594910314632,"Y",10,2008,"WD","Normal",11.7791285057449,"VinylSd",5.16478597392351,4,0,1,0,0,1,0.666666666666667,0,0,0,1,-0.0218077840908487,1,1,0,0,0,0.27450115530227,0.140068879664927,0
1329,50,"RM",4.0943445622221,9.25339986143663,"Reg","Corner","OldTown","Norm","1Fam","1.5Fin",6,7,1920,1950,"Gable","Wd Sdng","None",5.4553211153577,"Gd","Gd","BrkTil","Gd","No","LwQ",6.20050917404269,1017,7.31986492980897,"Ex","Y","SBrkr",7.36770857237437,7.09672137849476,7.93451346388226,0,0,2,0,5,"TA",8,2,"Detchd",1920,"Unf",2,6.25382881157547,"Y",6,2008,"WD","Normal",12.4529327234617,"BrkFace",6.92461239604856,4,0,0,0,1,1,0.4,0,0,0,1,0.0371500849593725,0,1,0,0,0,-0.0430469238418125,0.283655423354058,1
1330,60,"RL",4.14313472639153,9.11426990322545,"IR1","Inside","Gilbert","Norm","1Fam","2Story",7,5,1998,1998,"Hip","VinylSd","None",2.77258872223978,"TA","TA","PConc","Gd","No","Unf",5.52942908751142,935,6.84054652928869,"Gd","Y","SBrkr",6.86171134048073,6.51767127291227,7.39756153552405,0,0,2,1,3,"TA",8,1,"Attchd",1998,"Fin",2,6.13556489108174,"Y",6,2006,"WD","Normal",12.0810761553555,"VinylSd",6.84054652928869,1,0,0,0,1,1,1,0,1,0,1,0.00461263525007896,0,1,0,0,0,0.0473710318539855,0.00691340621025973,0
1331,20,"RL",4.44265125649032,9.21034037197618,"Reg","Inside","Somerst","Norm","1Fam","1Story",8,5,2006,2006,"Hip","VinylSd","Stone",6.01615715969835,"Gd","TA","PConc","Gd","Av","Unf",3.17805383034795,1588,7.37023064180708,"Ex","Y","SBrkr",7.37023064180708,0,7.37023064180708,0,0,2,0,3,"Gd",7,1,"Attchd",2006,"RFn",3,6.71538338633468,"Y",12,2007,"WD","Normal",12.3327052964635,"VinylSd",7.37023064180708,4,0,1,0,0,1,0.666666666666667,0,1,0,1,0.0266301850970334,0,1,0,0,0,0.57783274647055,0.0315952349178497,0
1332,80,"RL",4.00733318523247,9.28544784446299,"IR1","Inside","CollgCr","Norm","1Fam","SLvl",5,5,1976,1976,"Gable","MetalSd","None",5.07517381523383,"TA","TA","CBlock","TA","Av","ALQ",6.18001665365257,428,6.81454289725996,"Gd","Y","SBrkr",6.86066367144829,0,6.86066367144829,0,0,1,0,3,"TA",6,0,"Detchd",1976,"Unf",2,6.35610766069589,"Y",7,2006,"WD","Normal",11.7943379244084,"MetalSd",6.0591231955818,1,0,0,0,1,1,0.333333333333333,0,0,0,1,-0.0204769599577901,0,1,0,0,0,0.257749670579802,0.0949553099256781,0
1333,20,"RL",4.20469261939097,9.09121894106832,"Reg","Inside","Edwards","Norm","1Fam","1Story",4,6,1938,1958,"Gable","MetalSd","None",4.38202663467388,"TA","TA","CBlock","TA","Mn","ALQ",6.5366915975913,126,6.70441435496411,"Ex","Y","SBrkr",6.70441435496411,0,6.70441435496411,1,0,1,0,2,"TA",3,1,"Detchd",1958,"Unf",1,5.66296048013595,"Y",5,2009,"WD","Normal",11.5129254649702,"MetalSd",4.83628190695148,4,0,1,0,1,1,1,0,0,0,1,-0.0451005501586313,1,1,0,0,0,1.0831290855557,0.289675627137295,0
1334,50,"RM",4.0943445622221,8.88183630500415,"Reg","Corner","IDOTRR","Norm","1Fam","1.5Fin",5,6,1938,1995,"Gable","Wd Sdng","None",6.01126717440416,"TA","TA","CBlock","TA","No","Unf",2.77258872223978,803,6.68835471394676,"Ex","Y","SBrkr",6.68835471394676,6.32256523992728,7.2152399787301,0,0,1,1,2,"Gd",6,0,"Detchd",1951,"Unf",1,5.6937321388027,"Y",7,2006,"WD","Normal",11.740061037554,"Wd Sdng",6.68835471394676,4,0,0,0,0,1,1,0,0,0,1,-0.0252261875575534,0,1,0,0,0,0.31752963068476,0.0147542277093838,0
1335,160,"RM",3.17805383034795,7.7698009960039,"Reg","Inside","BrDale","Norm","TwnhsE","2Story",5,6,1970,1970,"Gable","HdBoard","None",5.74300318780948,"TA","TA","CBlock","TA","No","LwQ",6.63987583382654,0,6.63987583382654,"TA","Y","SBrkr",6.63987583382654,6.39692965521615,7.21890970761906,0,0,1,1,3,"TA",7,0,"Attchd",1970,"Unf",2,6.08677472691231,"Y",5,2009,"WD","Normal",11.7360690162844,"HdBoard",3.25809653802148,4,0,0,0,1,1,0.666666666666667,0,0,0,1,-0.025575489418638,0,1,0,0,1,0.321926398555237,0.0138858966280183,0
1336,20,"RL",4.38202663467388,9.17471319433303,"Reg","Inside","NWAmes","Norm","1Fam","1Story",6,5,1977,1977,"Gable","Plywood","BrkFace",5.88610403145016,"TA","TA","CBlock","Gd","No","ALQ",6.53087762772588,664,7.20785987143248,"TA","Y","SBrkr",7.19593722647557,0,7.19593722647557,0,1,2,0,2,"TA",6,1,"Attchd",1977,"RFn",2,6.44571981938558,"Y",4,2009,"WD","Normal",12.0311238430656,"Plywood",6.49828214947643,4,0,1,0,1,1,1.5,0,0,0,1,0.000241807924716597,1,1,0,0,1,-0.000280190134989073,-0.000194771522500553,0
1337,90,"RL",4.46590811865458,9.13194630454817,"IR1","Inside","NWAmes","Feedr","Duplex","1Story",5,5,1973,1973,"Gable","Plywood","BrkFace",6.33505425149806,"TA","TA","CBlock","TA","No","Unf",3.68887945411394,1656,7.4121603349452,"TA","Y","SBrkr",7.4121603349452,0,7.4121603349452,0,0,2,0,4,"TA",8,0,"Detchd",1973,"Unf",2,6.22653666928747,"Y",11,2008,"WD","Normal",11.8130300574206,"Plywood",7.4121603349452,1,0,1,0,1,1,0.5,1,0,0,1,-0.0188413983192266,1,0,0,0,1,0.237162362970582,-0.0313830041859553,0
1338,30,"RM",5.03043792139244,8.32312288758773,"IR1","Corner","OldTown","Feedr","1Fam","1Story",4,4,1941,1950,"Gable","Wd Sdng","None",5.74300318780948,"TA","TA","CBlock","TA","No","Unf",5.37527840768417,693,6.5410299991899,"Fa","N","FuseA",6.5410299991899,0,6.5410299991899,0,0,1,0,2,"Fa",4,0,"Detchd",2003,"Unf",0,6.35610766069589,"N",3,2006,"WD","Normal",10.8685684485797,"Wd Sdng",6.5410299991899,1,0,1,0,0,1,0.5,0,0,0,1,-0.101481789092801,0,0,0,0,0,2.43717376027632,0.841297664391738,0
1339,60,"RL",4.55387689160054,9.50673438502998,"IR1","Corner","CollgCr","Norm","1Fam","2Story",7,5,2002,2002,"Gable","VinylSd","None",5.66642668811243,"Gd","TA","PConc","Gd","No","GLQ",6.5510803350434,216,6.82001636467413,"Ex","Y","SBrkr",6.82437367004309,6.84694313958538,7.52886925664225,1,0,2,1,3,"Gd",8,0,"BuiltIn",2002,"RFn",2,6.19847871649231,"Y",6,2006,"WD","Normal",12.2060726455302,"VinylSd",5.37527840768417,1,0,0,0,0,1,1.33333333333333,0,1,0,1,0.015549828140364,0,1,0,0,0,0.159694266774849,0.0466410436045363,0
1340,20,"RL",4.78749174278205,9.16534300604545,"IR1","Corner","CollgCr","Norm","1Fam","1Story",5,7,1972,1972,"Hip","MetalSd","None",5.19295685089021,"TA","Gd","CBlock","TA","Mn","Rec",5.88610403145016,504,6.76157276880406,"Ex","Y","SBrkr",6.76157276880406,0,6.76157276880406,0,0,1,0,3,"TA",5,0,"Attchd",1972,"RFn",1,5.66296048013595,"Y",6,2006,"WD","Normal",11.7636841833174,"MetalSd",6.22257626807137,1,0,1,0,1,1,0.333333333333333,0,0,0,1,-0.0231591623032527,0,1,0,0,0,0.291511360420307,0.133620157537912,0
1341,20,"RL",4.24849524204936,9.02328764080633,"Reg","Inside","NAmes","Norm","1Fam","1Story",4,5,1971,1971,"Gable","MetalSd","None",5.74300318780948,"TA","TA","CBlock","TA","No","Unf",5.6970934865054,858,6.75460409948796,"TA","Y","SBrkr",6.77078942390898,0,6.77078942390898,0,0,1,0,3,"TA",5,0,"Detchd",1974,"Unf",4,6.17378610390194,"Y",6,2007,"WD","Normal",11.7199396343546,"MetalSd",6.75460409948796,4,0,1,0,1,1,0.333333333333333,0,0,0,1,-0.0269868103375027,0,1,0,0,1,0.648111810168914,0.152861722831816,0
1342,20,"RL",4.18965474202643,9.52478608169718,"Reg","Inside","SawyerW","RRAe","1Fam","1Story",6,5,2003,2004,"Gable","VinylSd","None",4.99721227376411,"TA","TA","PConc","Gd","No","GLQ",6.70196036600254,300,7.01571242048723,"Ex","Y","SBrkr",7.01571242048723,0,7.01571242048723,1,0,1,0,3,"Gd",6,0,"Detchd",2004,"Unf",2,6.35610766069589,"Y",7,2008,"WD","Normal",11.9511803959014,"VinylSd",5.7037824746562,4,0,1,0,0,1,0.666666666666667,0,1,0,1,-0.00675324370215518,0,0,1,0,0,0.0078251871469417,0.0193493423946285,0
1343,60,"RL",4.38202663467388,9.14580185083861,"Reg","Inside","CollgCr","Norm","1Fam","2Story",8,5,2002,2002,"Gable","VinylSd","BrkFace",5.00394630594546,"Gd","TA","PConc","Gd","No","Unf",2.77258872223978,1284,7.15773548424991,"Ex","Y","SBrkr",7.15773548424991,6.78558764500793,7.68202151082687,0,0,2,1,3,"Gd",7,1,"Attchd",2002,"RFn",2,6.4723462945009,"Y",8,2007,"WD","Normal",12.3392914893164,"VinylSd",7.15773548424991,4,0,0,0,0,1,1,0,1,0,1,0.0272064769716585,0,1,0,0,0,0.590337365400907,0.129224471467979,0
1344,50,"RL",4.04305126783455,8.93036188390943,"Reg","Inside","Crawfor","Norm","1Fam","1.5Fin",6,6,1928,1950,"Gable","Stone","None",5.32787616878958,"TA","TA","BrkTil","TA","No","Unf",5.79605775076537,896,6.79794041297493,"Gd","Y","SBrkr",7.06646697013696,6.60800062529609,7.55642796944025,0,0,1,1,3,"TA",9,1,"Detchd",1929,"Unf",2,5.8348107370626,"Y",3,2009,"WD","Normal",12.083905011556,"BrkFace",6.79794041297493,4,1,0,0,1,1,0.666666666666667,0,0,0,1,0.00486016016762083,0,1,0,0,0,-0.00563161416248127,0.0161085823861768,1
1345,60,"RL",4.44265125649032,9.31497062105427,"IR1","Corner","CollgCr","Norm","1Fam","2Story",7,5,2006,2006,"Gable","VinylSd","None",4.65396035015752,"Gd","TA","PConc","Gd","No","Unf",5.2040066870768,728,6.59030104819669,"Ex","Y","SBrkr",6.59030104819669,6.59030104819669,7.28344822875663,0,0,2,1,3,"Gd",8,1,"Attchd",2006,"Fin",2,6.08677472691231,"Y",7,2007,"New","Partial",11.9565530341727,"VinylSd",6.59030104819669,1,0,0,0,0,1,1,0,1,1,1,-0.00628313785341128,0,1,0,0,0,-0.0645268284310651,-0.00122298406263879,0
1346,30,"RM",3.91202300542815,8.69951474821019,"Reg","Inside","OldTown","Norm","1Fam","1Story",4,4,1920,1950,"Hip","MetalSd","None",4.76217393479776,"TA","TA","PConc","TA","No","ALQ",5.52146091786225,710,6.86693328446188,"Gd","Y","FuseA",6.86693328446188,0,6.86693328446188,0,0,1,0,2,"Fa",5,0,"Detchd",1997,"Unf",1,5.73009978297357,"Y",7,2007,"WD","Normal",11.5945054519627,"MetalSd",6.56526497003536,4,0,1,0,0,1,0.5,0,1,0,1,-0.0379623012967942,0,1,0,0,0,0.911697807334121,0.173317849407924,0
1347,20,"RL",4.07753744390572,9.94179438669071,"IR2","CulDSac","NWAmes","PosN","1Fam","1Story",7,7,1968,2003,"Hip","HdBoard","None",5.05624580534831,"TA","TA","CBlock","TA","No","BLQ",5.6937321388027,1203,7.35755620091035,"TA","Y","SBrkr",7.67600993202889,0,7.67600993202889,0,0,2,0,3,"TA",9,1,"Attchd",1968,"RFn",2,6.23048144757848,"Y",6,2006,"WD","Normal",12.4780063610138,"BrkFace",7.09257371597468,2,0,1,0,1,1,0.666666666666667,0,0,0,1,0.0393440282451826,1,0,0,0,1,0.404056924994177,0.184171949443272,1
